date,order_id,region,country,sales_rep,product,category,units,unit_price,revenue,discount_pct,margin_pct,customer,segment,channel,status
2024-02-20,ORD-106794,APAC,South Korea,P. Novak,Onboarding,Services,153,2352.63,305959.53,15,49.8,"Massive Ltd",Mid-Market,Partner,paid
2024-11-03,ORD-106795,EMEA,Spain,N. Costa,Priority Support,Services,152,95.35,13768.54,5,54.5,"Initech SA",Enterprise,Partner,paid
2024-12-24,ORD-106796,LATAM,Brazil,F. Haddad,Priority Support,Services,244,206.77,47929.29,5,59.9,"Acme LLC",Strategic,Partner,paid
2024-03-09,ORD-106797,North America,Canada,L. Rossi,Enterprise SSO,Add-on,134,50.03,6368.82,5,67.6,"Globex GmbH",Strategic,Self-Serve,paid
2024-07-18,ORD-106798,EMEA,South Africa,F. Haddad,Retab Split,Platform,85,992.97,67521.96,20,40.2,"Hooli Ltd",Startup,Partner,paid
2024-12-11,ORD-106799,EMEA,South Africa,M. Dubois,Retab Split,Platform,136,27.43,3730.48,0,63.0,"Soylent Inc",Enterprise,Partner,paid
2024-03-14,ORD-106800,EMEA,France,E. Santos,Enterprise SSO,Add-on,210,97.86,20550.6,0,44.4,"Hooli Ltd",Strategic,Marketplace,refunded
2024-03-31,ORD-106801,LATAM,Chile,L. Rossi,Onboarding,Services,81,2431.51,196952.31,0,79.6,"Initech Ltd",Mid-Market,Direct,paid
2024-05-31,ORD-106802,EMEA,UAE,P. Novak,Consensus Add-on,Add-on,39,97.39,3228.48,15,45.0,"Acme LLC",Enterprise,Direct,paid
2024-05-07,ORD-106803,EMEA,United Kingdom,J. Müller,Enterprise SSO,Add-on,96,108.56,7816.32,25,61.6,"Initech Co",Mid-Market,Self-Serve,refunded
2024-10-16,ORD-106804,APAC,India,P. Novak,Enterprise SSO,Add-on,229,2582.72,502726.45,15,76.2,"Globex GmbH",Enterprise,Marketplace,refunded
2024-12-10,ORD-106805,APAC,Singapore,A. Chen,Onboarding,Services,127,180.07,22868.89,0,71.9,"Hooli GmbH",Startup,Direct,paid
2024-04-09,ORD-106806,EMEA,South Africa,R. Okafor,Retab Parse,Platform,82,1098.24,90055.68,0,79.5,"Wayne LLC",Strategic,Marketplace,pending
2024-06-08,ORD-106807,APAC,Japan,J. Müller,Priority Support,Services,210,908.64,152651.52,20,62.5,"Initech Ltd",Startup,Marketplace,paid
2024-09-30,ORD-106808,APAC,Australia,N. Costa,Audit Logs,Add-on,131,197.43,21983.83,15,52.7,"Initech LLC",Mid-Market,Partner,paid
2024-09-06,ORD-106809,EMEA,South Africa,K. Nakamura,Retab Parse,Platform,177,458.21,81103.17,0,59.8,"Vandelay Co",Mid-Market,Self-Serve,pending
2024-10-15,ORD-106810,EMEA,Italy,R. Okafor,Consensus Add-on,Add-on,45,100.4,4518.0,0,71.8,"Wayne GmbH",Startup,Direct,paid
2024-02-25,ORD-106811,EMEA,Italy,F. Haddad,Priority Support,Services,219,26.73,4390.4,25,46.9,"Hooli Co",Strategic,Marketplace,paid
2024-11-18,ORD-106812,EMEA,United Kingdom,P. Novak,Retab Split,Platform,25,94.42,2124.45,10,43.7,"Soylent Ltd",Mid-Market,Self-Serve,refunded
2024-08-15,ORD-106813,APAC,South Korea,D. Walsh,Consensus Add-on,Add-on,212,48.66,10315.92,0,43.5,"Wayne Co",Startup,Marketplace,refunded
2024-03-05,ORD-106814,North America,Mexico,H. Kim,Retab Split,Platform,43,192.5,7035.88,15,62.5,"Vandelay Co",Enterprise,Partner,paid
2024-01-28,ORD-106815,APAC,India,R. Okafor,Retab Extract,Platform,179,92.29,13215.93,20,63.2,"Umbra SA",Startup,Marketplace,paid
2024-02-16,ORD-106816,EMEA,France,R. Okafor,Audit Logs,Add-on,242,96.79,23423.18,0,64.2,"Globex Inc",Mid-Market,Direct,pending
2024-08-18,ORD-106817,APAC,Australia,H. Kim,Onboarding,Services,158,91.38,14438.04,0,72.1,"Globex SA",Mid-Market,Partner,paid
2024-12-01,ORD-106818,LATAM,Colombia,R. Okafor,Retab Parse,Platform,60,449.7,26982.0,0,43.4,"Globex SA",Strategic,Direct,pending
2024-01-29,ORD-106819,EMEA,Spain,D. Walsh,Retab Classify,Platform,207,27.4,5104.62,10,57.8,"Initech Inc",Startup,Partner,refunded
2024-03-15,ORD-106820,LATAM,Brazil,L. Rossi,Volume Credits,Usage,218,29.07,5069.81,20,39.5,"Wayne Inc",Startup,Self-Serve,refunded
2024-04-29,ORD-106821,EMEA,United Kingdom,T. Andersson,Retab Extract,Platform,8,992.76,7544.98,5,72.1,"Vandelay GmbH",Mid-Market,Direct,paid
2024-08-11,ORD-106822,EMEA,United Kingdom,A. Chen,Retab Split,Platform,132,2499.79,329972.28,0,56.2,"Massive GmbH",Enterprise,Marketplace,paid
2024-07-30,ORD-106823,APAC,Japan,R. Okafor,Enterprise SSO,Add-on,180,2724.94,490489.2,0,65.3,"Umbra Inc",Strategic,Direct,pending
2024-02-01,ORD-106824,North America,Canada,M. Dubois,Onboarding,Services,236,196.35,46338.6,0,75.1,"Vandelay SA",Enterprise,Self-Serve,paid
2024-06-21,ORD-106825,EMEA,Italy,J. Müller,Retab Extract,Platform,175,29.67,4673.03,10,44.7,"Soylent GmbH",Enterprise,Self-Serve,paid
2024-05-05,ORD-106826,LATAM,Colombia,S. Patel,Retab Split,Platform,126,105.68,11318.33,15,61.1,"Globex GmbH",Startup,Partner,paid
2024-05-26,ORD-106827,APAC,South Korea,F. Haddad,Audit Logs,Add-on,146,2326.89,305753.35,10,71.9,"Stark Co",Strategic,Partner,refunded
2024-02-23,ORD-106828,LATAM,Colombia,T. Andersson,Enterprise SSO,Add-on,82,95.63,5881.24,25,75.1,"Acme GmbH",Strategic,Direct,paid
2024-07-17,ORD-106829,EMEA,South Africa,R. Okafor,Audit Logs,Add-on,3,50.02,135.05,10,39.5,"Soylent LLC",Enterprise,Self-Serve,refunded
2024-09-30,ORD-106830,North America,Canada,S. Patel,Consensus Add-on,Add-on,216,2723.96,500119.06,15,64.3,"Massive SA",Startup,Marketplace,refunded
2024-02-28,ORD-106831,LATAM,Argentina,K. Nakamura,Retab Classify,Platform,228,91.34,16660.42,20,80.5,"Acme Ltd",Strategic,Direct,paid
2024-12-11,ORD-106832,North America,Canada,M. Dubois,Priority Support,Services,130,27.84,2714.4,25,63.4,"Globex LLC",Enterprise,Direct,paid
2024-09-01,ORD-106833,APAC,Australia,P. Novak,Enterprise SSO,Add-on,11,460.65,4307.08,15,61.7,"Soylent GmbH",Startup,Partner,pending
2024-10-29,ORD-106834,North America,Mexico,E. Santos,Retab Parse,Platform,66,30.31,2000.46,0,80.5,"Acme Ltd",Mid-Market,Partner,refunded
2024-07-20,ORD-106835,EMEA,France,F. Haddad,Enterprise SSO,Add-on,77,2730.39,189216.03,10,38.8,"Massive LLC",Mid-Market,Marketplace,paid
2024-03-30,ORD-106836,LATAM,Brazil,T. Andersson,Enterprise SSO,Add-on,211,901.16,190144.76,0,61.6,"Initech LLC",Enterprise,Marketplace,refunded
2024-12-18,ORD-106837,APAC,Singapore,N. Costa,Onboarding,Services,95,102.48,7788.48,20,71.0,"Acme LLC",Strategic,Partner,paid
2024-11-06,ORD-106838,APAC,South Korea,J. Müller,Retab Parse,Platform,4,29.82,107.35,10,62.2,"Massive Inc",Enterprise,Self-Serve,paid
2024-07-31,ORD-106839,APAC,Japan,R. Okafor,Retab Extract,Platform,111,2738.95,288822.28,5,65.3,"Massive LLC",Strategic,Partner,refunded
2024-04-25,ORD-106840,North America,Mexico,F. Haddad,Enterprise SSO,Add-on,103,510.74,39454.67,25,59.7,"Acme GmbH",Mid-Market,Self-Serve,refunded
2024-11-30,ORD-106841,North America,Mexico,J. Müller,Audit Logs,Add-on,88,49.82,4164.95,5,39.2,"Massive GmbH",Enterprise,Self-Serve,pending
2024-09-09,ORD-106842,APAC,Japan,F. Haddad,Consensus Add-on,Add-on,83,29.17,2300.05,5,55.4,"Globex GmbH",Enterprise,Self-Serve,paid
2024-05-29,ORD-106843,APAC,South Korea,A. Chen,Retab Split,Platform,4,52.94,211.76,0,48.8,"Soylent LLC",Mid-Market,Self-Serve,paid
2024-04-21,ORD-106844,EMEA,Italy,H. Kim,Retab Classify,Platform,47,454.91,16035.58,25,68.0,"Vandelay LLC",Enterprise,Direct,paid
2024-08-14,ORD-106845,EMEA,South Africa,T. Andersson,Volume Credits,Usage,214,28.78,5543.03,10,53.9,"Wayne GmbH",Strategic,Partner,pending
2024-06-16,ORD-106846,LATAM,Chile,J. Müller,Retab Classify,Platform,54,30.66,1324.51,20,50.3,"Soylent Ltd",Startup,Direct,paid
2024-04-06,ORD-106847,LATAM,Brazil,P. Novak,Volume Credits,Usage,73,937.07,64985.8,5,63.4,"Massive Co",Startup,Direct,paid
2024-06-25,ORD-106848,North America,Canada,T. Andersson,Retab Classify,Platform,187,45.05,6318.26,25,38.3,"Stark LLC",Startup,Self-Serve,pending
2024-05-07,ORD-106849,EMEA,South Africa,N. Costa,Onboarding,Services,130,523.54,64657.19,5,40.0,"Globex Co",Strategic,Direct,paid
2024-05-23,ORD-106850,North America,Canada,J. Müller,Onboarding,Services,131,2289.79,284964.37,5,53.1,"Wayne Co",Mid-Market,Direct,paid
2024-10-17,ORD-106851,LATAM,Argentina,T. Andersson,Retab Extract,Platform,129,53.61,6915.69,0,68.6,"Acme Ltd",Strategic,Self-Serve,paid
2024-05-03,ORD-106852,APAC,Japan,L. Rossi,Enterprise SSO,Add-on,186,201.11,29925.17,20,47.4,"Vandelay Ltd",Strategic,Marketplace,refunded
2024-03-12,ORD-106853,LATAM,Colombia,P. Novak,Audit Logs,Add-on,89,2271.09,171807.96,15,79.0,"Soylent Ltd",Startup,Self-Serve,paid
2024-04-09,ORD-106854,EMEA,France,F. Haddad,Priority Support,Services,127,101.16,9635.49,25,67.2,"Soylent Co",Strategic,Marketplace,pending
2024-08-15,ORD-106855,North America,Canada,T. Andersson,Retab Split,Platform,46,2269.06,93939.08,10,50.3,"Vandelay Co",Startup,Partner,refunded
2024-04-22,ORD-106856,LATAM,Brazil,E. Santos,Retab Split,Platform,244,89.7,19698.12,10,81.0,"Globex Ltd",Strategic,Self-Serve,pending
2024-03-18,ORD-106857,LATAM,Colombia,T. Andersson,Volume Credits,Usage,198,922.07,182569.86,0,76.9,"Massive SA",Startup,Direct,paid
2024-12-01,ORD-106858,APAC,Japan,H. Kim,Retab Parse,Platform,248,29.78,6646.9,10,81.6,"Initech GmbH",Mid-Market,Marketplace,paid
2024-01-10,ORD-106859,APAC,Japan,E. Santos,Volume Credits,Usage,158,99.36,15698.88,0,41.1,"Globex Co",Enterprise,Self-Serve,paid
2024-02-25,ORD-106860,APAC,Singapore,D. Walsh,Retab Split,Platform,209,29.63,5263.77,15,80.5,"Massive Inc",Strategic,Marketplace,paid
2024-08-03,ORD-106861,APAC,Japan,D. Walsh,Retab Parse,Platform,114,44.4,5061.6,0,69.0,"Initech GmbH",Enterprise,Marketplace,paid
2024-12-31,ORD-106862,EMEA,Italy,K. Nakamura,Priority Support,Services,168,497.59,83595.12,0,43.1,"Wayne Ltd",Enterprise,Direct,refunded
2024-06-05,ORD-106863,LATAM,Brazil,N. Costa,Consensus Add-on,Add-on,195,503.53,83460.1,15,39.1,"Hooli LLC",Startup,Marketplace,refunded
2024-10-23,ORD-106864,EMEA,United Kingdom,P. Novak,Volume Credits,Usage,121,197.1,17886.82,25,59.6,"Wayne GmbH",Mid-Market,Direct,refunded
2024-01-15,ORD-106865,LATAM,Brazil,H. Kim,Volume Credits,Usage,128,513.59,59165.57,10,51.5,"Vandelay Inc",Strategic,Direct,paid
2024-02-01,ORD-106866,EMEA,Spain,K. Nakamura,Enterprise SSO,Add-on,125,53.69,6375.69,5,73.8,"Globex Inc",Enterprise,Partner,refunded
2024-01-23,ORD-106867,North America,United States,E. Santos,Retab Extract,Platform,63,108.62,5132.3,25,76.7,"Initech LLC",Enterprise,Partner,paid
2024-03-15,ORD-106868,APAC,Japan,H. Kim,Consensus Add-on,Add-on,59,501.34,26621.15,10,38.8,"Acme GmbH",Startup,Marketplace,paid
2024-05-17,ORD-106869,North America,United States,M. Dubois,Audit Logs,Add-on,46,195.92,6759.24,25,80.7,"Soylent SA",Mid-Market,Self-Serve,paid
2024-11-21,ORD-106870,APAC,Australia,P. Novak,Consensus Add-on,Add-on,187,1094.11,184138.71,10,53.6,"Massive Ltd",Startup,Self-Serve,paid
2024-01-04,ORD-106871,North America,Canada,N. Costa,Retab Parse,Platform,105,52.51,4410.84,20,78.3,"Massive Co",Enterprise,Marketplace,paid
2024-10-21,ORD-106872,APAC,Japan,D. Walsh,Enterprise SSO,Add-on,101,104.97,8481.58,20,42.8,"Acme LLC",Enterprise,Self-Serve,refunded
2024-05-14,ORD-106873,North America,Canada,F. Haddad,Retab Parse,Platform,6,108.74,652.44,0,53.7,"Massive SA",Enterprise,Marketplace,pending
2024-09-09,ORD-106874,North America,United States,P. Novak,Retab Extract,Platform,2,203.91,387.43,5,54.2,"Wayne LLC",Strategic,Partner,refunded
2024-05-12,ORD-106875,North America,United States,E. Santos,Volume Credits,Usage,14,511.94,6450.44,10,53.6,"Umbra Inc",Startup,Direct,paid
2024-03-21,ORD-106876,APAC,Australia,S. Patel,Audit Logs,Add-on,100,98.01,9310.95,5,62.7,"Umbra Co",Enterprise,Direct,paid
2024-12-16,ORD-106877,EMEA,UAE,J. Müller,Retab Parse,Platform,91,27.58,2007.82,20,54.0,"Soylent GmbH",Strategic,Marketplace,paid
2024-08-13,ORD-106878,North America,United States,K. Nakamura,Retab Extract,Platform,35,955.35,33437.25,0,48.1,"Initech SA",Mid-Market,Marketplace,paid
2024-04-25,ORD-106879,LATAM,Chile,D. Walsh,Retab Parse,Platform,64,214.57,13732.48,0,48.6,"Vandelay GmbH",Enterprise,Partner,paid
2024-09-19,ORD-106880,LATAM,Colombia,S. Patel,Priority Support,Services,9,29.62,253.25,5,66.1,"Hooli GmbH",Strategic,Self-Serve,refunded
2024-10-15,ORD-106881,North America,Canada,H. Kim,Retab Classify,Platform,41,195.87,7629.14,5,65.8,"Vandelay SA",Enterprise,Direct,paid
2024-11-29,ORD-106882,EMEA,Germany,F. Haddad,Volume Credits,Usage,200,27.7,4709.0,15,54.3,"Umbra Inc",Mid-Market,Self-Serve,paid
2024-12-28,ORD-106883,LATAM,Colombia,L. Rossi,Retab Extract,Platform,222,2286.88,431534.26,15,68.4,"Soylent Ltd",Enterprise,Marketplace,paid
2024-12-03,ORD-106884,APAC,Japan,T. Andersson,Retab Split,Platform,162,494.38,68076.13,15,67.4,"Massive Ltd",Startup,Direct,paid
2024-02-28,ORD-106885,North America,Mexico,P. Novak,Retab Extract,Platform,147,105.83,13223.46,15,45.5,"Vandelay Ltd",Mid-Market,Direct,pending
2024-03-20,ORD-106886,North America,United States,F. Haddad,Volume Credits,Usage,148,30.07,3337.77,25,81.3,"Wayne Ltd",Startup,Marketplace,paid
2024-06-21,ORD-106887,LATAM,Argentina,A. Chen,Consensus Add-on,Add-on,121,1026.48,117993.88,5,57.6,"Soylent LLC",Startup,Partner,paid
2024-08-02,ORD-106888,EMEA,Germany,D. Walsh,Enterprise SSO,Add-on,97,919.93,89233.21,0,44.8,"Initech SA",Enterprise,Partner,refunded
2024-02-15,ORD-106889,LATAM,Argentina,H. Kim,Volume Credits,Usage,114,30.98,3001.96,15,68.6,"Globex Co",Mid-Market,Partner,paid
2024-12-27,ORD-106890,APAC,Japan,S. Patel,Retab Split,Platform,21,51.14,1020.24,5,80.7,"Soylent LLC",Mid-Market,Partner,paid
2024-08-09,ORD-106891,EMEA,Germany,L. Rossi,Onboarding,Services,223,91.91,20495.93,0,73.8,"Globex SA",Mid-Market,Self-Serve,pending
2024-02-21,ORD-106892,APAC,India,E. Santos,Volume Credits,Usage,62,469.11,27630.58,5,77.0,"Umbra SA",Startup,Marketplace,paid
2024-03-24,ORD-106893,North America,Mexico,H. Kim,Audit Logs,Add-on,175,483.68,67715.2,20,38.8,"Initech GmbH",Enterprise,Direct,pending
2024-11-19,ORD-106894,APAC,Singapore,N. Costa,Volume Credits,Usage,243,2597.64,631226.52,0,39.6,"Wayne GmbH",Strategic,Marketplace,pending
2024-09-03,ORD-106895,LATAM,Brazil,S. Patel,Retab Extract,Platform,112,101.36,11352.32,0,80.1,"Hooli Ltd",Strategic,Marketplace,paid
2024-04-08,ORD-106896,LATAM,Colombia,H. Kim,Onboarding,Services,56,28.69,1204.98,25,43.7,"Vandelay SA",Mid-Market,Direct,pending
2024-04-01,ORD-106897,North America,United States,M. Dubois,Retab Extract,Platform,203,46.55,7559.72,20,71.2,"Wayne Ltd",Strategic,Self-Serve,paid
2024-03-11,ORD-106898,EMEA,Germany,P. Novak,Retab Split,Platform,84,95.07,7586.59,5,65.2,"Umbra Co",Mid-Market,Marketplace,paid
2024-10-16,ORD-106899,North America,Mexico,D. Walsh,Volume Credits,Usage,100,2533.39,240672.05,5,80.6,"Acme LLC",Enterprise,Direct,paid
2024-12-22,ORD-106900,APAC,India,R. Okafor,Audit Logs,Add-on,111,206.55,20634.35,10,61.5,"Hooli SA",Strategic,Marketplace,paid
2024-07-17,ORD-106901,APAC,South Korea,D. Walsh,Priority Support,Services,164,191.29,29802.98,5,72.8,"Acme Ltd",Startup,Direct,paid
2024-06-12,ORD-106902,North America,Mexico,J. Müller,Onboarding,Services,191,90.27,16379.49,5,47.5,"Vandelay Co",Mid-Market,Marketplace,paid
2024-12-13,ORD-106903,North America,Mexico,E. Santos,Priority Support,Services,180,483.03,73903.59,15,42.0,"Massive GmbH",Mid-Market,Partner,pending
2024-02-21,ORD-106904,LATAM,Brazil,J. Müller,Priority Support,Services,159,2458.74,332298.71,15,44.1,"Wayne Inc",Strategic,Marketplace,pending
2024-02-06,ORD-106905,LATAM,Colombia,L. Rossi,Volume Credits,Usage,187,1050.03,196355.61,0,51.4,"Globex LLC",Strategic,Self-Serve,paid
2024-01-21,ORD-106906,APAC,Japan,D. Walsh,Retab Split,Platform,216,28.4,5214.24,15,40.8,"Wayne LLC",Startup,Partner,paid
2024-11-27,ORD-106907,North America,Mexico,D. Walsh,Audit Logs,Add-on,198,28.13,4455.79,20,44.6,"Umbra Ltd",Strategic,Partner,pending
2024-06-15,ORD-106908,LATAM,Brazil,L. Rossi,Priority Support,Services,166,47.8,6744.58,15,56.2,"Stark GmbH",Startup,Direct,paid
2024-11-26,ORD-106909,North America,Canada,J. Müller,Retab Parse,Platform,202,200.27,40454.54,0,67.6,"Globex SA",Enterprise,Partner,refunded
2024-12-21,ORD-106910,LATAM,Brazil,E. Santos,Onboarding,Services,120,91.86,8267.4,25,68.4,"Vandelay Inc",Startup,Partner,pending
2024-08-16,ORD-106911,EMEA,France,E. Santos,Enterprise SSO,Add-on,189,496.62,89168.12,5,44.0,"Initech Ltd",Enterprise,Self-Serve,paid
2024-11-29,ORD-106912,North America,United States,S. Patel,Priority Support,Services,102,191.15,19497.3,0,66.5,"Hooli Co",Startup,Self-Serve,paid
2024-05-22,ORD-106913,APAC,South Korea,T. Andersson,Retab Classify,Platform,145,28.83,3971.33,5,76.3,"Acme Inc",Strategic,Self-Serve,refunded
2024-09-04,ORD-106914,LATAM,Colombia,P. Novak,Retab Parse,Platform,72,30.5,1647.0,25,49.1,"Initech Ltd",Enterprise,Partner,paid
2024-02-08,ORD-106915,APAC,South Korea,H. Kim,Onboarding,Services,108,1006.41,108692.28,0,71.0,"Umbra Inc",Strategic,Partner,refunded
2024-11-12,ORD-106916,EMEA,Spain,K. Nakamura,Retab Parse,Platform,124,46.87,4940.1,15,72.6,"Stark SA",Enterprise,Direct,refunded
2024-01-29,ORD-106917,LATAM,Chile,A. Chen,Audit Logs,Add-on,152,48.42,5519.88,25,73.0,"Initech SA",Enterprise,Self-Serve,paid
2024-02-08,ORD-106918,LATAM,Colombia,J. Müller,Priority Support,Services,15,106.97,1444.1,10,75.0,"Soylent GmbH",Strategic,Direct,refunded
2024-02-24,ORD-106919,LATAM,Colombia,P. Novak,Retab Extract,Platform,105,46.42,4874.1,0,72.4,"Soylent LLC",Startup,Partner,refunded
2024-04-03,ORD-106920,North America,United States,J. Müller,Volume Credits,Usage,38,1069.16,34533.87,15,59.1,"Initech LLC",Mid-Market,Self-Serve,paid
2024-05-31,ORD-106921,EMEA,United Kingdom,R. Okafor,Priority Support,Services,227,2732.2,620209.4,0,63.0,"Acme Inc",Strategic,Marketplace,pending
2024-07-04,ORD-106922,North America,Canada,F. Haddad,Priority Support,Services,213,30.37,5498.49,15,49.6,"Globex LLC",Enterprise,Marketplace,paid
2024-10-13,ORD-106923,North America,Mexico,E. Santos,Retab Parse,Platform,28,107.06,2847.8,5,43.1,"Umbra SA",Startup,Direct,paid
2024-04-20,ORD-106924,EMEA,UAE,M. Dubois,Retab Parse,Platform,185,105.18,15566.64,20,46.9,"Soylent GmbH",Startup,Direct,paid
2024-03-03,ORD-106925,LATAM,Argentina,E. Santos,Retab Parse,Platform,118,180.63,15985.76,25,59.0,"Initech Ltd",Enterprise,Partner,paid
2024-04-20,ORD-106926,APAC,Singapore,N. Costa,Priority Support,Services,116,52.32,5462.21,10,55.2,"Globex LLC",Enterprise,Self-Serve,paid
2024-10-29,ORD-106927,LATAM,Argentina,E. Santos,Retab Classify,Platform,129,475.28,61311.12,0,80.1,"Massive Co",Startup,Marketplace,refunded
2024-04-03,ORD-106928,LATAM,Brazil,J. Müller,Enterprise SSO,Add-on,125,46.11,5475.56,5,61.5,"Globex Co",Strategic,Self-Serve,paid
2024-08-17,ORD-106929,EMEA,UAE,P. Novak,Enterprise SSO,Add-on,135,213.12,24455.52,15,78.2,"Soylent Ltd",Startup,Partner,paid
2024-06-02,ORD-106930,LATAM,Colombia,S. Patel,Priority Support,Services,234,45.46,7978.23,25,79.2,"Umbra Co",Strategic,Marketplace,paid
2024-02-04,ORD-106931,North America,United States,J. Müller,Priority Support,Services,102,1029.08,104966.16,0,65.3,"Wayne Co",Strategic,Direct,paid
2024-08-10,ORD-106932,LATAM,Argentina,K. Nakamura,Retab Split,Platform,120,192.52,20792.16,10,79.3,"Vandelay GmbH",Startup,Partner,paid
2024-10-08,ORD-106933,APAC,Japan,E. Santos,Retab Classify,Platform,102,2312.56,200498.95,15,52.2,"Hooli GmbH",Mid-Market,Marketplace,paid
2024-10-22,ORD-106934,EMEA,UAE,N. Costa,Onboarding,Services,134,541.74,72593.16,0,44.3,"Globex Inc",Enterprise,Self-Serve,paid
2024-04-15,ORD-106935,EMEA,South Africa,F. Haddad,Audit Logs,Add-on,95,206.46,15690.96,20,74.6,"Vandelay Inc",Enterprise,Partner,paid
2024-07-20,ORD-106936,EMEA,United Kingdom,A. Chen,Enterprise SSO,Add-on,2,31.37,62.74,0,48.5,"Soylent Inc",Strategic,Self-Serve,paid
2024-03-30,ORD-106937,LATAM,Brazil,E. Santos,Retab Parse,Platform,210,458.03,91376.98,5,41.2,"Soylent Inc",Mid-Market,Self-Serve,refunded
2024-05-24,ORD-106938,LATAM,Chile,L. Rossi,Onboarding,Services,244,2329.81,568473.64,0,55.8,"Massive SA",Startup,Marketplace,paid
2024-05-04,ORD-106939,LATAM,Argentina,D. Walsh,Retab Extract,Platform,131,213.62,25185.8,10,52.7,"Vandelay GmbH",Enterprise,Marketplace,paid
2024-07-31,ORD-106940,North America,Mexico,T. Andersson,Volume Credits,Usage,129,28.22,3640.38,0,57.4,"Initech Ltd",Strategic,Direct,paid
2024-02-11,ORD-106941,LATAM,Colombia,H. Kim,Retab Split,Platform,21,108.05,1701.79,25,48.3,"Hooli GmbH",Startup,Partner,refunded
2024-05-07,ORD-106942,North America,Canada,A. Chen,Retab Split,Platform,54,92.45,4243.45,15,46.6,"Initech LLC",Startup,Partner,refunded
2024-09-11,ORD-106943,APAC,South Korea,M. Dubois,Audit Logs,Add-on,62,456.93,28329.66,0,79.7,"Globex Inc",Enterprise,Direct,paid
2024-09-10,ORD-106944,EMEA,South Africa,K. Nakamura,Retab Classify,Platform,67,951.14,47794.78,25,59.4,"Massive Co",Mid-Market,Marketplace,pending
2024-10-28,ORD-106945,North America,Mexico,M. Dubois,Retab Split,Platform,228,212.05,48347.4,0,73.6,"Vandelay GmbH",Mid-Market,Partner,pending
2024-02-10,ORD-106946,LATAM,Brazil,F. Haddad,Consensus Add-on,Add-on,148,2595.1,384074.8,0,64.2,"Globex SA",Startup,Direct,paid
2024-07-10,ORD-106947,North America,Mexico,H. Kim,Volume Credits,Usage,115,30.62,3169.17,10,71.0,"Umbra Co",Enterprise,Marketplace,refunded
2024-09-16,ORD-106948,EMEA,United Kingdom,K. Nakamura,Volume Credits,Usage,173,942.3,163017.9,0,50.5,"Vandelay Inc",Strategic,Self-Serve,refunded
2024-12-16,ORD-106949,EMEA,United Kingdom,F. Haddad,Retab Split,Platform,72,97.45,7016.4,0,61.0,"Vandelay Ltd",Enterprise,Partner,refunded
2024-06-23,ORD-106950,EMEA,UAE,L. Rossi,Audit Logs,Add-on,48,2392.15,114823.2,0,68.6,"Massive Inc",Mid-Market,Self-Serve,pending
2024-12-30,ORD-106951,APAC,Australia,A. Chen,Retab Split,Platform,164,506.03,78839.47,5,69.7,"Wayne Ltd",Strategic,Marketplace,paid
2024-03-20,ORD-106952,APAC,India,T. Andersson,Retab Extract,Platform,236,104.15,23350.43,5,46.3,"Wayne Ltd",Enterprise,Self-Serve,pending
2024-04-22,ORD-106953,North America,Canada,K. Nakamura,Retab Parse,Platform,112,515.1,43268.4,25,54.5,"Vandelay LLC",Strategic,Partner,paid
2024-10-31,ORD-106954,EMEA,South Africa,J. Müller,Priority Support,Services,145,495.97,64724.09,10,81.1,"Acme Co",Strategic,Self-Serve,paid
